"weekday","month","date","year","text"
"Thu","Oct",1,2015,"@lanaandlovely  We're sorry for your displeasure with our administrative change fee. *KC"
"Thu","Oct",1,2015,"@classyhoney My apologies, April. Please let me know if I can be of any assistance. Thanks. *AB"
"Thu","Oct",1,2015,"@codered45 ...will try to make this right. *BB 2/2"
"Thu","Oct",1,2015,"@codered45  Cody, I apologize that your day was spent in the airport and not your destination.  Please DM your confirmation and I... 1/2"
"Thu","Oct",1,2015,"@sandrareed I certainly will, Sandra. I have sent a message to ATL Leadership. Thanks for sharing your great experience with us! :-) *AB"
"Thu","Oct",1,2015,"@WinshipAtEmory Nice ad! Glad to be able to contribute for such a great cause.  *TH"
"Thu","Oct",1,2015,"@blipvert23 Hi Maxine, that's not good to hear. Pls follow/DM your confirmation # so I can take a look. *KC"
"Thu","Oct",1,2015,"@mdd1911 Hey Marcus, the blue light looks cool on you! Enjoy the ride! *KM"
"Thu","Oct",1,2015,"@aubreigh_dash You're welcome! Happy Travels! *JH"
"Thu","Oct",1,2015,"@hclark18P If you wish to use your miles to book a flight for someone else, you may:) *RB"
"Thu","Oct",1,2015,"@MLRitch Hello Mende. Not good to hear. Pls follow/DM your confirm # for your privacy.  *RD"
"Thu","Oct",1,2015,"@INAYADAY We sincerely apologize. We hate goodbyes. Please let us know if there is anything we could do to further assist. *KC"
"Thu","Oct",1,2015,"@kitmoni At the moment there appears to be a a delay of slightly over an hour. My apologies for today's experience with us.  *RB"
"Thu","Oct",1,2015,"@D0llabillwill ...with her or direct her in the right direction. *JH 3/3"
"Thu","Oct",1,2015,"@D0llabillwill ...her check with the Delta airport Red coat Specialist for assistance. A team member will do their best to work... 2/3"
"Thu","Oct",1,2015,"@D0llabillwill Hi. I'm sorry to hear that she did not clear standby. She will automatically be moved over to the next flt. Pls have... 1/3"
"Thu","Oct",1,2015,"@Mutiny32 ..DM your confirmation number and I'll take a look. *KC"
"Thu","Oct",1,2015,"@Mutiny32 Hi. We apologize for any inconvenience the schedule change as caused. Please  *KC"
"Thu","Oct",1,2015,"@seanangus11 At the moment I don't have that information. You may wish to check back with us on 10/3.  *RB"
"Thu","Oct",1,2015,"@kitmoni My apologies, Mr. Connelly. I have just alerted the station manager. You should be receiving help shortly.  *RB"
"Thu","Oct",1,2015,"@idosela Not happy to hear this at all! Can you follow/DM your confirm #? *KM"
"Thu","Oct",1,2015,"@jeffbuehrle Thanks so much. So sorry for the inconvenience. *SD"
"Thu","Oct",1,2015,"@EugeniaMorato Unfortunately we are not equipped to quote fares via DM. They will be happy to help.  *RB"
"Thu","Oct",1,2015,"@jeffbuehrle Hi Jeff. Thanks so much for sharing your feedback regarding your recent experience. We will definitely look into this.  *SD"
"Thu","Oct",1,2015,"@JohnDayAtl You may wish to reach out to a flight attendant for alternate seating options. *KC"
"Thu","Oct",1,2015,"@JohnDayAtl Hi John, We apologize for any discomfort you are experiencing.  *KC"
"Thu","Oct",1,2015,"@iwoolery Pls follow/DM your confirm # for your privacy. Let me check your Reservation.  *RD"
"Thu","Oct",1,2015,"@GreenLeann Hi Leann. Yes, you are subject to a cancellation fee.  *SD"
"Fri","Oct",2,2015,"@Judith_Hill Great to hear Judith! Thanks for letting us be your ride. :-) *NG"
"Fri","Oct",2,2015,"@melaright We hope you change your mind in the future. You are welcome.  *RD"
"Fri","Oct",2,2015,"@usedtobehere  Hi. What's the confirmation #? *AA"
"Fri","Oct",2,2015,"@Naterizk Yes.  *AA"
"Fri","Oct",2,2015,"@avitale21 What city are you traveling to and I can check specific flights.  *AA"
"Fri","Oct",2,2015,"@wespearsnewsome ...you. *MD 2/2"
"Fri","Oct",2,2015,"@wespearsnewsome I'm sorry to hear it Wes. Please follow and DM your Delta confirmation number and I will check seat availability for... 1/2"
"Fri","Oct",2,2015,"@Naterizk I can check, what's your confirmation #? *AA"
"Fri","Oct",2,2015,"@meowmeowdeb  A team member will be glad to work with you regarding any issues. My apologies for the service. *DD"
"Fri","Oct",2,2015,"@meowmeowdeb That is not good to hear. For questions or comments regarding the wifi service pls tweet @Gogo. *DD"
"Fri","Oct",2,2015,"@emilyminor2 ...benefits. So checking-in at the airport will work perfectly in your case. :) *MD 2/2"
"Fri","Oct",2,2015,"@emilyminor2 Hi, Emily. Card holders with companions on different reservation, must see airport agent to apply first bag free waiver... 1/2"
"Fri","Oct",2,2015,"@Mikeyydean ...be glad to work with you regarding any issues. My apologies for the service. *MD 2/2"
"Fri","Oct",2,2015,"@Mikeyydean That is not good to hear, Mike. For questions or comments regarding the wifi service pls tweet @Gogo. A team member will... 1/2"
"Fri","Oct",2,2015,"@owroc ...http://t.co/sNIn5Equux *AA 2/2"
"Fri","Oct",2,2015,"@owroc Unfortunately not, however, if the flight offers it you can order a special meal. The available meal types are listed here... 1/2"
"Fri","Oct",2,2015,"@lucywho26 Thank you for the positive feedback! We are here for you and we are only a tweet away! *RD"
"Fri","Oct",2,2015,"@melaright Hello, Melanie. Apologies for any inconvenience. If you are needing assistance, pls let me know.  *RD"
"Fri","Oct",2,2015,"@garcialori You're welcome.  *RD"
"Fri","Oct",2,2015,"@missmelon Hello, Helen. I recommend contacting our Reservations team at 1-800-221-1212. They'll be happy to assist.  *RD"
"Fri","Oct",2,2015,"@airrayd Wonderful to hear. Thanks so much for sharing and for choosing Delta. *AA"
"Fri","Oct",2,2015,"@baro2k4  Hi. Pls follow and direct message your confirmation # for review.  *AA"
"Fri","Oct",2,2015,"@zWASguy ...departure.  *AA 2/2"
"Fri","Oct",2,2015,"@zWASguy Understood. Once you arrive in AMS we can determine if a flight change is needed, as your connector flight shows an 11:30a... 1/2"
"Fri","Oct",2,2015,"@zWASguy I'm showing DL9465 is enroute to AMS, ETA 8:25a.  *AA"
"Fri","Oct",2,2015,"@kimberlypdx Sorry to hear Kimberly. Pls follow/DM your confirm # so I may notify our department that handles hotel accommodations. *NG"
"Fri","Oct",2,2015,"@abbyknust  No, a member of the leadership team should be available. Is there something we can assist with? *AA"
"Fri","Oct",2,2015,"@zWASguy Hi. Pls provide your confirmation # and I can take a look.  *AA"
"Fri","Oct",2,2015,"@bitchwhocodes Done. You're all set and email confirmation has been forwarded to you.  *AA"
"Fri","Oct",2,2015,"@joishbia Sorry to hear. Pls let me know if assistance is needed via Twitter. *NG"
"Fri","Oct",2,2015,"@CMike7 Sorry to hear Mike. Pls follow/DM your confirmation # if rebooking assistance is needed.  *NG"
"Fri","Oct",2,2015,"@marv23_ No we do not. *NG"
"Fri","Oct",2,2015,"@y_nazhand Sorry for the hear. We expect helpful and friendly service at all times. Pls let me know if assistance is needed via Twitter. *NG"
"Fri","Oct",2,2015,"@robbarlow8 Hi Rob. Sorry to hear you're disappointment. Pls let me know if assistance is needed via Twitter.  *NG"
"Fri","Oct",2,2015,"@quidaguis ...additional information about the program:  http://t.co/oKK9xP6hxa. *NG 2/2"
"Fri","Oct",2,2015,"@quidaguis With the new Skymiles program you now earn miles based on the fare instead of the distance traveled. Pls see link for... 1/2"
"Fri","Oct",2,2015,"@jdtagaro You're allowed 1 carry on and 1 personal item free of charge. The first bag that you check is $25 as long as it's under 50lbs. *NG"
"Fri","Oct",2,2015,"@bitchwhocodes Yes, I can do the 20OCT non-stop at 5:45p (NRT-JFK). Would you like to confirm that one? *AA"
"Fri","Oct",2,2015,"@bitchwhocodes Hi. The non-stop flight is not operating on 21OCT, I only have connecting service during that day.  *AA"
"Fri","Oct",2,2015,"@JenniferLeigh21 Wonderful to hear Jenn! Thanks for letting us be your ride! :-) *NG"
"Fri","Oct",2,2015,"@lizgiel Otherwise, our Lost and Found team will reach out to you.  *MR"
"Fri","Oct",2,2015,"@lizgiel If you are in PHL airport, please speak to Baggage office. They may be able see if the book was return to them.  *MR"
"Fri","Oct",2,2015,"@KalyanNilesh Hi! I'm sorry for the difficulties. I'm glad you called Customer Care and they were able to assist.  *MR"
"Fri","Oct",2,2015,"@SophieSoph24 That's not good to hear. Please follow/DM your case #. I'll be happy to check on it's status. *AB"
"Fri","Oct",2,2015,"@JohnOcchinoMD Sorry for the delay. Still waiting for an answer from the baggage team.  *MR"
"Fri","Oct",2,2015,"@LifeAsPosh Hi. It depends on the rules of your ticket. Please follow/DM your ticket # and I'll be happy to check on this for you.  *AB"
"Fri","Oct",2,2015,"@jenniegrl Thanks for the kudos, Jennifer. We're so happy you've chosen to fly with us today! :-) *AB"
"Fri","Oct",2,2015,"@SweetMandisa21 ...http://t.co/rKwjYwO72S *AB 2/2"
"Fri","Oct",2,2015,"@SweetMandisa21 We do not have personal emails via the twitter channel but you can send in a written complaint here:... 1/2"
"Fri","Oct",2,2015,"@EyeoftheGator Hmm, sorry to hear. Thanks for this feedback. I'll be sure to pass this on to our JFK Leadership Team.  *NG"
"Fri","Oct",2,2015,"@HopKott ...with your frequent flyer#. Not understanding how your flt was missed for this issue. *VM 2/2"
"Fri","Oct",2,2015,"@HopKott Brent, pls know we can add your KTN Pre-Check# to an existing reservation. However, the psgr must ensure it's associated... 1/2"
"Fri","Oct",2,2015,"@HopKott ...determined on a flight-by-flight basis. No one is guaranteed selection. *VM 2/2"
"Fri","Oct",2,2015,"@HopKott Because TSA always incorporates random security measures, customer selection for expedited screening through TSA PreCheck is... 1/2"
"Fri","Oct",2,2015,"@JohnOcchinoMD Let me check with the Baggage team to see if they will transfer your luggage to tomorrow or you have to pick them up.  *MR"
"Fri","Oct",2,2015,"@JohnOcchinoMD Departure out of HAM is 03 Oct, 620am. Same confirmation number, G6R5AT but the ticket is 0062199462528.  *MR"
"Fri","Oct",2,2015,"@JohnOcchinoMD The agent has confirmed you on DL 8487 (AF 1611) HAM-CD; connecting to DL 99 CDG-DTW and DL 946 DTW-MSP.  *MR"
"Fri","Oct",2,2015,"@HopKott Hey Brent. TSA Pre-Check is an additional benefit and is not mandatory for any flt.  *VM"
"Fri","Oct",2,2015,"@PasalJason Hi Jason. Sorry to hear. Pls DM your confirmation # and I'll be happy to take a look for you.  *NG"
"Fri","Oct",2,2015,"@akscull Well that's good to know! *VM"
"Fri","Oct",2,2015,"@ThomasSickler Hi! I'm sorry for the inconveniences.  *MR"
"Fri","Oct",2,2015,"@n_morreale So cute!!! Pls follow and DM your information and I'll be glad to check. :) *QB"
"Fri","Oct",2,2015,"@SigneAnderson You're welcome! Keeping fingers crossed you get it back:-) *PL"
"Fri","Oct",2,2015,"@BobsBoxes You're welcome! See you soon.  *PL"
"Fri","Oct",2,2015,"@_jerk_sauce I am unable to see your email. Please follow/DM your details. *PL"
"Fri","Oct",2,2015,"@socialemma Sorry to hear this, Emma. Please follow and DM your return request and I will see if I can help.  *RB"
"Fri","Oct",2,2015,"@RadioPet Hi Tony. That's not good to hear. Is the entire flight affected I will need to advise our Maintenance team. *KC"
"Fri","Oct",2,2015,"@MrCPQ Thanks for taking the time to share this compliment. We'll be sure to send B Smith some kudos on your behalf. :) *PL"
"Fri","Oct",2,2015,"@4EverKidrauhl I'm not sure I understand your request of a passage. Can you pls clarify? *KM"
"Fri","Oct",2,2015,"@Chuy2256 We think you are cool too, Dr. Chuy! #KeepClimbing!:) *RB"
"Fri","Oct",2,2015,"@ashleymgrant I do apologize. Please let us know if there is any way we could assist. *KC"
"Fri","Oct",2,2015,"@tompettynation MQM's are  earned toward elite qualification status each calendar year (January 1 - December 31).   *KC"
"Fri","Oct",2,2015,"@tompettynation You would need at least 25k miles for Silver medallion for the following year.  *KC"
"Fri","Oct",2,2015,"@Ch4nt0 ...have you on board. *PL 2/2"
"Fri","Oct",2,2015,"@Ch4nt0 Happy birthday to you. Happy birthday to you. Happy birth....day there Chanto happy birthday to you. We're are excited to... 1/2"
"Fri","Oct",2,2015,"@MetroNorth_hell Sorry about the frustration today! Pls follow/DM your confirm #. I'd like to take a look at your flt. *KM"
"Fri","Oct",2,2015,"@AdamN0815 Adam, I can send the receipt for you here. Just follow/DM your tkt number. *KM"
"Fri","Oct",2,2015,"@_jerk_sauce How may I be of assistance via Twitter? *PL"
"Fri","Oct",2,2015,"@chellestur You're welcome. We appreciate your patience with us. *KM"
"Fri","Oct",2,2015,"@elizabethharvey Appreciate you waiting. I've added your pet to your booking. You should be fine from this point. *KM"
"Fri","Oct",2,2015,"@Andrew_47 You're welcome on behalf of MD. *PL"
"Fri","Oct",2,2015,"@TheTweetini Hi There. Currently there's no advisory in place about Joaquin impact in JFK.  *MD"
"Fri","Oct",2,2015,"@TheKatieduke Awesome sauce! Welcome aboard. Sit back,relax and enjoy:-) *PL"
"Fri","Oct",2,2015,"@vagautham Your miles never expire. *PL"
"Fri","Oct",2,2015,"@MikeAParadise Hey Michael, I'll make sure to pass along your kinds words to leadership team. Thx for sharing! *VM"
"Fri","Oct",2,2015,"@ksims66 Please follow/DM your confirmation number so I can take a look. *PL"
"Fri","Oct",2,2015,"@brandonipp Hey Brandon, that's not good. Sorry that happened, You should report all thefts to your local law enforcement office. *VM"
"Fri","Oct",2,2015,"@Bramtic  Thanks for your support, Brandon. #KeepClimbing!:)  *RB"
"Fri","Oct",2,2015,"@blakekrone Nice! You deserve it, Blake. Thx for your loyalty!! *VM"
"Fri","Oct",2,2015,"@RasuShrestha Glad to know you enjoyed it. Safety is our number one priority.  *PL"
"Fri","Oct",2,2015,"@MrGorbachev_ Hi. My apologies for this experience. If I can assist with flt information, pls let me know. *VM"
"Fri","Oct",2,2015,"@Jana_C_Shaw Thanks for taking the time to share this compliment. We'll be sure to send Jeffrey some kudos on your behalf. :) *PL"
"Fri","Oct",2,2015,"@RogerMitchell You're so welcome! We truly appreciate your loyalty:-) *PL"
"Fri","Oct",2,2015,"@Ipsimus1 ...forward your commendation to her leadership. *MD 2/2"
"Fri","Oct",2,2015,"@Ipsimus1 Thanks for the shout out, John. Could you please DM her location (gate/flight/etc) for better reporting? I will definitely... 1/2"
"Fri","Oct",2,2015,"@MaryDlouhy Hmm...that's not good. Pls Follow &amp; Direct Message your confirmation#, so I can the status &amp; get updates for you. *VM"
"Fri","Oct",2,2015,"@Krock111 I am sorry to hear this. How can I be of assistance via Twitter. *PL"
"Fri","Oct",2,2015,"@JDaus hi JD, I can assist you. Please follow and DM your SkyMiles account and I'll make it happen. *MD"
"Fri","Oct",2,2015,"@joshuajeffery  Very sweet!!! *VM"
"Fri","Oct",2,2015,"@ESRseattle Hi. Your travel day did not go as planned, so I'm thrilled to learn your bags did arrive in Munich! *VM"
"Sat","Oct",3,2015,"@JustNina_Diva I understand, and again I'm very sorry for the cancellation.  *RS"
"Sat","Oct",3,2015,"@Youngturqs Thanks for the information, Baha. I've added you to the paid standby list for the 6:55AM flight. *MD"
"Sat","Oct",3,2015,"@AlexDudek1 Please follow/DM your bag file number. *DD"
"Sat","Oct",3,2015,"@KituneKat You're most welcome.  *MD"
"Sat","Oct",3,2015,"@quotess4girls1 No, no limit.  *NG"
"Sat","Oct",3,2015,"@quotess4girls1 Yes you can. Either on the plane or under the plane is fine.  *NG"
"Sat","Oct",3,2015,"@M0LLYG633 ...for you via Twitter, feel free to let us know. *NG 2/2"
"Sat","Oct",3,2015,"@M0LLYG633 Not good. Again my apologies. I trust they've given you the procedures for reimbursement. If there's something we can do... 1/2"
"Sat","Oct",3,2015,"@M0LLYG633 Oh no! Sorry to hear Molly. Have you spoken with our Baggage Team yet? *NG"
"Sat","Oct",3,2015,"@johnmccumber You deserve it John! Sit back, relax, and enjoy the ride. Happy Travels! :-) *NG"
"Sat","Oct",3,2015,"@Fortissimosity Sorry to hear. Pls follow/DM your confirmation # and I'll be happy to take a look at seat options for you. *NG"
"Sat","Oct",3,2015,"@HumaImtiaz Pls follow/DM your confirmation # and details.  *NG"
"Sat","Oct",3,2015,"@HumaImtiaz We can put the request in for you but there's no way to guarantee it'll be available this close to departure.  *NG"
"Sat","Oct",3,2015,"@HarrisIII ...experience today. *NG 3/3"
"Sat","Oct",3,2015,"@HarrisIII ...to provide a consistently reliable product and an exemplary level of customer service. My apologies this wasn't your... 2/3"
"Sat","Oct",3,2015,"@HarrisIII I apologize our service didn't meet your expectations and appreciate you taking time to share your concern.  Our goal is... 1/3"
"Sat","Oct",3,2015,"@ReneeRongen You're most welcome, Reneé. Enjoy your evening. *MD"
"Sat","Oct",3,2015,"@LetTheBogeysGo Oh no! Not good. Pls follow/DM her confirmation # if rebooking assistance is needed. *NG"
"Sat","Oct",3,2015,"@mtebony Are you in need of assistance?  *DD"
"Sat","Oct",3,2015,"@chat_zimmerman Oh no! Please follow and DM your confirmation. *DD"
"Sat","Oct",3,2015,"@Rich_Larson  My pleasure to assist:) *RS"
"Sat","Oct",3,2015,"@Rich_Larson You're very welcome. She has been moved next to you  in 3C.  *RS"
"Sat","Oct",3,2015,"@Rich_Larson Hello Rich, yes there will be armrest between the seats. That is the only barrier.  *RS"
"Sat","Oct",3,2015,"@e_larson We are unable to assign seats on KLM. Sorry to disappoint. *DD"
"Sat","Oct",3,2015,"@chopstixnfork Please follow and DM your confirmation. *DD"
"Sat","Oct",3,2015,"@FotosOnTheRoad ...notifications using this link:   http://t.co/Dp9tC5VSuP *RS 2/2"
"Sat","Oct",3,2015,"@FotosOnTheRoad Hello, currently I show DL0007 DXB-ATL is scheduled for an on time departure. You may sign up for flight... 1/2"
"Sat","Oct",3,2015,"@inkhay1 Hmmm could you please DM details of this promotion and I can look into this? *RS"
"Sat","Oct",3,2015,"@GonzalezAbidar ...platform. You will need to speak directly with the airport customer service team for this inquiry.  *RS 2/2"
"Sat","Oct",3,2015,"@GonzalezAbidar Hi Juan, my apologies for this experience. Unfortunately I can not provide any hotel accommodations via this... 1/2"
"Sat","Oct",3,2015,"@brenda4villa Welcome back Brenda. Great to see you again. Thanks for letting us be your ride. :-) *NG"
"Sat","Oct",3,2015,"@3G0NZALEZ ...member will do their best to locate &amp; return the bag to you asap. *RS 2/2"
"Sat","Oct",3,2015,"@3G0NZALEZ I'm very sorry to learn about this experience.  Please immediately report this to our airport Baggage Service team. A team... 1/2"
"Sat","Oct",3,2015,"@mkbthompson My apologies for this experience. We hope to serve you better in the future! *RS"
"Sat","Oct",3,2015,"@mkbthompson ...able to DM a name so I may share this info? *RS 2/2"
"Sat","Oct",3,2015,"@mkbthompson That is not good to hear Michelle. We expect all of our employees to be professional &amp; helpful at all times. Are you... 1/2"
"Sat","Oct",3,2015,"@roxiozolins Aww! Please follow and DM your confirmation #. *DD"
"Sat","Oct",3,2015,"@roxiozolins Are you in need of assistance? *DD"
"Sat","Oct",3,2015,"@SolutionsIQ Sorry to hear of your delay. Are you in need of assistance? *DD"
"Sat","Oct",3,2015,"@HarrisIII I understand. While you're waiting, you can also call them at (800) 325 8224. You may be able to get through faster.  *NG"
"Sat","Oct",3,2015,"@ruthjccassidy Please follow/DM your confirmation number so I can take a look. *PL"
"Sat","Oct",3,2015,"@lauren_eickholz Hi, Lauren. Please let me know if I can be of any assistance. Thanks. *AB"
"Sat","Oct",3,2015,"@reeltake  If you are arriving at the DTW airport, I would recommend at least 2hrs before the flight.  *MR"
"Sat","Oct",3,2015,"@reeltake You can check-in to a flight 24hrs before, on line. *MR"
"Sat","Oct",3,2015,"@kimmykimkim802 You're so welcome! *PL"
"Sat","Oct",3,2015,"@thebryanrose Wonderful! I was just thinking about you all and about to send a message. Have fun in the sun! Happy travels :-) *KC"
"Sat","Oct",3,2015,"@bosbenji Hi Benjamin. I am glad we were able to make your trip an enjoyable one. Thank you for your loyalty. *KC"
"Sat","Oct",3,2015,"@FotosOnTheRoad Absolutely my pleasure:-) *PL"
"Sat","Oct",3,2015,"@FotosOnTheRoad Check -In Desk opens 4 hours before scheduled departure and closes 1 hour before departure. *PL"
"Sat","Oct",3,2015,"@FotosOnTheRoad Please give me a minute let me take a look. *PL"
"Sat","Oct",3,2015,"@fristachinator I'm really sorry for the inconveniences.  *MR"
"Sat","Oct",3,2015,"@Natalie_AF Hi Natalie. Please DM your SkyMiles and ticket number and I'd be happy to look into this. *KC"
"Sat","Oct",3,2015,"@firefighterAB Awesome sauce! So glad you like it. Thanks for the compliment.  *PL"
"Sat","Oct",3,2015,"@EaglesJake Please follow/DM your confirmation so I can take a look. *PL"
"Sat","Oct",3,2015,"@lcdroneill Thanks. So what happened? *PL"
"Sat","Oct",3,2015,"@EaglesJake Please accept my apology for the wait time. Due to weather we are experiencing higher than normal call volume. *PL"
"Sat","Oct",3,2015,"@DancingSueHul Yes that was the check in area of the Westjet website. Please DM your confirm # and I'll provide the flight info. *KC"
"Sat","Oct",3,2015,"@lcdroneill Please follow/DM your confirmation number and your family confirmation number with the details. *PL"
"Sat","Oct",3,2015,"@SyberCrimes I am so sorry it is not a free change. You can pay 50.00 if you want to make the flight.  *PL"
"Sat","Oct",3,2015,"@lcdroneill Hmm! That's not good to hear. Please follow/DM your details.  *PL"
"Sat","Oct",3,2015,"@Aousabdo Hi. We are sorry to hear of the trouble you are having. Is there anything we could do to assist? *KC"
"Sat","Oct",3,2015,"@Ahamilton18 ...Leadership.  *MR 2/2"
"Sat","Oct",3,2015,"@Ahamilton18 We love to hear that! Thank you so much for taking the time to compliment our agent. I will share this with our... 1/2"
"Sat","Oct",3,2015,"@anthony_persi Oh no, that's not good. Are you using an Android or an Apple system? *MR"
"Sat","Oct",3,2015,"@ictbu It would cost 100.00 for a bag over 50 pounds.  *PL"
"Sat","Oct",3,2015,"@Stazzio Thanks for your positive feedback. Hope to see you again soon! :-) *AB"
"Sat","Oct",3,2015,"@ictbu Please let me check on this for you. *PL"
"Sat","Oct",3,2015,"@MagentaRocks Bummer...Well I hope you had a great trip! So happy you've chosen us for your ride! :-) *AB"
"Sat","Oct",3,2015,"@multitaskerkate Thank you both for choosing Delta! Happy travels :-) *KC"
"Sat","Oct",3,2015,"@Stazzio You're most welcome, Jocelyn. If you have the flight # and departure city, I'd be happy to pass this along to Leadership. *AB"
"Sat","Oct",3,2015,"@DefyToBreathe We're excited to have you on-board. Have a great flight:-) *PL"
"Sat","Oct",3,2015,"@alexphennesy Oh my goodness, was this due to weather? *AB"
"Sat","Oct",3,2015,"@andresazorrilla You're welcome! So happy to be your Ride:-) Congrats on your new HOME. *PL"
"Sat","Oct",3,2015,"@multitaskerkate Please see this link for more: http://t.co/WOb0KwIle2. *KC"
"Sat","Oct",3,2015,"@multitaskerkate Hi Kate. At the age of 4 its is optional. Booster seats are not permitted.  *KC"
"Sat","Oct",3,2015,"@wayne2222771 You are welcome! Anytime!  *CS"
