file,train.movies,opening_weekend
fountain.xml,¬Äú fountain‚Äù darren aronofsky‚Äô featur ‚Äúpi‚Äù ‚Äúrequiem dream‚Äù hugh jackman rachel weisz play starcross lover era back centuri ms weisz queen isabel glow beauti monarch menac cruel intoler spanish inquisit didn‚Äô suspect mr jackman toma conquistador sad counten unruli beard hack central american jungl search tree life servic queen present mr jackman cleanshaven research scientist name tom creo obsess develop cure diseas threaten life glow beauti wife izzi ms weisz hundr year futur tom‚Äô head complet bald float air ms weisz i‚Äô mistaken turn tree stori told linear order circular swirl pattern suggest mandala mayan calendar circl figur promin mr aronofsky‚Äô visual scheme serious purpos american filmmak attempt subvert essenti sequenti natur film stori jorg lui borg ‚Äú fountain‚Äù dispens everyday assumpt time space causal replac prose narrat cinema poetic languag rhyme imag visual metaphor succeed maker gorgeous haunt composit exquisit render matthew libatique‚Äô cinematographi mr aronofski achiev eloqu suggest blend andrei tarkovski speak rhyme comic book commit convey mean emot painstak construct imag static claustrophob atmospher queen isabel note ‚Äú dark times‚Äù comment relentless chiaroscuro light design director main actor job embodi paradox romant axiom lover die love trap narrow rang emot ms weisz‚Äô role glow sigh mr jackman regist form anguish desper intens feel break surfac frame encas vitrin it‚Äô hard sympath hunger overcom death credibl aliv begin entwin thousandyear melodrama bit strenuous ideamong quest etern life consequ tension scienc art tom creo mean ‚Äú believe‚Äù spanish rage lab bulli subordin exasper supervisor ellen burstyn insist secret immort mere cure diseas izzi unlock secret manuscript work hand oldfashion folio page call ‚Äú fountain‚Äù ‚Äúfinish it‚Äù tom tell xibalba mayan afterlif swirl vortex distinct present past vanish xibalba distant nebula connect tree movie‚Äô dream logic metaphor actual organ bit mislead sourc film‚Äô titl fountain youth tree life thing superstit scienc meet truth ancient religion affirm method modern scienc rate credit mr aronofski explain ‚Äú fountain‚Äù leav tantal sens puzzlement wake pars logic argu premis main activ small devot cult admir gather protect deris uniniti problem techniqu run idea blurri banal mysteri reson ‚Äú fountain‚Äù final meet eye ‚Äú fountain‚Äù rate pg parent strong caution gori combat scene sexual activ bathtub,5456908
bug.xml,Time ashley judd pois great role interest breakthrough delic drama rubi paradis suggest film call vulner young women steeli underpin stray mediocr thriller kiss girl high crime morgan freeman dignifi presenc salvag bug overwrought psychodrama direct william friedkin ms judd act continu surpass career choic play vagu unstabl barmaid live seedi oklahoma motel convinc juggl abus husband bulkedup harri connick jr newfound lover michael shannon see creepycrawli mattress conspiraci adapt traci lett play bug build momentum michael gradi agit camera movement ms judd increas distress face mr friedkin fascin evil insid head boogeyman turn small space bedroom exorcist horrif theater war escal hysteria grisli set piec bug strain credul ms judd believ woman condemn attract wrong kind man bug rate requir accompani parent adult guardian charact lose cloth teeth eventu mind,3245556
zathura.xml,Unwieldi titl notwithstand zathura space adventur arguabl adapt chris van allsburg book date visual resplend adventur brother enchant board game beam outer space soni unoffici followup hit jumanji benefit helmer jon favreaus amiabl lowkey sens humor assur handl welltrod emot territori absent star power robin william jumanjis market push pricey pic draw midrang astronom number prospect ancillarya evidenc jumanji warner bros polar express main obstacl wrest van allsburg gorgeous imagin pictur book screen author ineff tone deadpan surreal lack featurelength narrat occasion laps pace screenwrit david koepp john kamp sustain attent full minut depart signific slender page framework van allsburg storytenyearold walter josh hutcherson yearold danni jonah bobo compet attent stressedout father tim robbin effect turn dad take put neglig older sister lisa kristen stewart charg danni find stuck basement dig sstyle spacethem board game call zathuradanni begin play game ingeni windup contrapt selfmov piec metal turnkey lieu roll dice clear impromptu meteor shower live room selfoper game propertiesin surreal entranc shot conscious echo close encount kind wizard oz danni open front door find hous hover ring saturn brother realiz finish game home safe subsequ turn key trigger attack giant robot voic frank oz cryonic freez leav lisa hilari immobil invas fleet carnivor lizardlik alien call zorgonsalong pick freefloat astronaut dax shepard help zorgon bay clever forese twist fit neat escal emot drama sibl part hutcherson bobo excel deliv script peppi banter come real live kid angri exchang veer occasion melodramat excesszathura cleav broad stroke jumanji formula tyke play game teach life lesson systemat destroy hous rep smarter meanspirit purpos pictur decadeold predecessor action replet explos firebal graviti field black hole situat averag yearold surviv faith approxim van allsburg minimalist style prove mite intens extrem young audspic otherworld set sentiment theme famili reconcili place squar mold earli steven spielberg john debney score backup vocal choir angel work bit hard cultiv sens childlik wonderfavreaus postelf direct project find eas challeng largerscal actionori famili film reli heavili heavili cg effect helmer display wizard command hous interior keep action tight focus point claustrophobia cutaway stagger sight window,13427872
cj7.xml,Possibl possess stephen chow mad scientist slapstick chopsocki made kung fu hustl follow psychedel pinwheel entangl cj gooey tale poor hong kong schoolboy befriend fur ball outer space cuddlebug question bear abstract resembl state inspir closer gizmo gremlin cross chicken wash rins cycl mischief trivial charmless,49770
gracie.xml,Familiar underdog stori told unusu sensit davi guggenheim‚Äô ‚Äúgracie‚Äù depict obstacl face young girl dream play high school soccer team movie‚Äô followyourheart simplic mask deeper concern recent ‚Äúflicka‚Äù percept famili drama daughter‚Äô struggl father‚Äô attent sole girl soccermad famili grace bowen wonder car schroeder accustom abil overlook mother elisabeth shue overprotect father dermot mulroney explay freight childhood issu interest train son tragedi strike grace channel grief resolut play allmal varsiti team friend horrifi lesbian play soccer set jersey base event ms shue‚Äô life ‚Äúgracie‚Äù connect adversitydrama dot beatdown bounceback lastminut support unexpect quarter subtl awar shock wave bereav balanc emot complex chris manley‚Äô refresh unaffect cinematographi drama free kick good view steadi len ‚Äúgracie‚Äù rate pg parent strong caution charact fumbl ball fumbl,1355904
sexdrive.xml,Matter target aud sex drive raunchedup dumbeddown version thing member demograph born rob reiner comingofag comedi releas pic genuin amus minim origin fail merit lack thereof youthmarket magnet theatric releas unrat director cut perform slight homevid fareclumsili juggl grossout gag cartoonish physic humor synthet datemovi sentiment helmer sean ander offer bumpi bore journey strenuous unfunni road pic detour intend generat big laugh underscor pic lack inspirationth formula script ander produc john morri adapt andi behren intro yearold ian lafferti josh zuckerman softspoken sweetnatur dweeb eager reliev virginitydriven desper measur verbal physic abus horndog older brother rex jame marsden ian slight encourag borrow rex prize vintag pontiac gto longdist trip thingaccompani lanc clark duke nerdylook selfassur buddi improb success ladi man felicia amanda crew longtim friend lot friendlier ian set mile trip chicago knoxvill tenn meet curvac hotti found internet side trip life lesson learn roadsid attract real interest involv snarki amish mechan smooth play scenest aplomb seth greenth moment low comedi plummet low scene lanc bare escap defec rex incess gaybash offens numb tedious iron twist pic final moment meant human grate charact arriv late utter predict romant wrapup shameless sop young femm audssex drive borrow indiscrimin dozen earlier youthskew comedi leav yearn subtl wit delic nuanc porkysthesp left devic green lesser degre duke distinguish product valu unremark,3607164
gracie.xml,Constru expens home shue sibl elisabeth andrew proud glare reliabl act abil ralli stori soccer save famili wake eldest son death direct davi guggenheim inconveni truth graci draw aspect shue famili histori includ death older brother elisabeth determin play soccer boy grow jersey titl charact car schroeder idol older brother soccer star death send famili father coach valiant dermot mulroney tailspin graci dream play brother soccer team score big goal men man idea fire formula cylind graci heavi tidi mean meali moral dubious idea girl play soccer turn cigarett halter top sex start forward,1355904
igor.xml,Kingdom malaria inki cloud obscur sun looni scientist reward diabol invent there‚Äô scant reward sit ‚Äúigor‚Äù anim twist frankenstein stori spark life combin genet aldous huxley horrormovi histori film‚Äô scientist engin servil class hunchback name igor creatur voic john cusack succeed assembl femal monster part betti boop part eleph man place evil scienc fair assur weren‚Äô goshdarn nice igor lurch love realign prioriti progress imped liberacestyl nemesi eddi izzard camp suicid bunni steve buscemi dimwit jardwel brain sean hay kiddi undivert humdrum anim palett mirror film‚Äô moral meteorolog gloom respond script chris mckenna focus tickl moviesavvi adult kindergartn recogn jame lipton soundtrack bob bawdi sentiment loui prima ‚Äúigor‚Äù leav unmov vertic challeng hero belief ultim evil excerpt ‚Äúannie‚Äù hand deserv unqualifi sympathi ‚Äúigor‚Äù rate pg parent guidanc suggest charact wear boot made babi seal display poster tortur kitten,7803347
sexdrive.xml,Sixteen candl road trip comed cartrip riff teenmal libido length satisfi fall part endear emo love stori part grossout semen gagfest occasion smart inspir nonsequiturladen hoot featur robot chicken green sarcast amish greas monkey penchant push button unsuspect english bad ander adapt film andi behren popular youngadult milk materi worth speak goad action selfassur indiesuav friend lanc duke creat teen templat high school virginnic guy ian zuckerman borrow Ô gto testosteroneenvelop older brother rex marsden kick obvious homag bill paxton vicious sib weird scienc secret insecur hipchick buddi felicia crew embark ninehour road trip poontown usa aka park lot bob big boy ian plan meet ms tasti nom damour onlin fantasi girl emot insecur trio postjohn hugh archetyp kind run afoul thing green smart play amish headtripp emo heartthrob fall boy origin teencomedi grace note john cusack dorkoid devo ts enliven sixteen candl mcdermott young game boy horndog andi randi deserv featur posthast hilar ensu drib drab road welltravers unexpect comic pothol pretti fill rent american virgin,3607164
deathatafuneral.xml,Unwis hitch cost stepford wive director frank oz drawingroom small proper english farc set sole confin countri hous frumpi grumpi daniel matthew macfadyen bestsel bro robert rupert grave famili friend buri father oz film dirti rotten scoundrel bob bowfing funer obscur sincer veil misanthropi touch eulog encount accident acidd attorney alan tudyk exasper fianc„ daisi donovan cranki wheelchairbound uncl dire crapper peter vaughan short american possess dark secret dear ol dead dad peter dinklag assort relat tea left bag spoton perform macfadyen good clever dialogu wacki gags‚ótudyk wind extrem nake rooftop dinklag wind ride shotgun coffin‚ó death funer approach oz oeuvr beg laugh track love bbc america,1282973
mydatewithdrew.xml,Scarc deserv place bottom shelf realiti tv date drew act petti selfpromot chutzpah disguis selfmockeri featur putz brian herzling charmless gasbag hustler fill background parti la arm video camera herzling spend day penetr wall showbiz flackeri date drew barrymor lifelong celebr crush expect find nice jewish boy ador pester industri contact blackhead squeez facialist sing walk sunshin steal camera funni find someon laugh date drew stupefi tedious annoy herzling fixat barrymor quasisham crave date fame mistress destin stand,85222
smokinaces.xml,Smokin ace blow cool smoke ring make uncool mistak overstay style attitud peg baroqu plot fbi plan snare key mob wit attract virtual convent worldclass killer burn lot screen time amount sensat scene exemplifi strong uk return week buck naysay critic hungri young aud fresh good januari flock mayhem ensur ace firstweek bomuch anticip fan writerdirector joe carnahan sundanc hit narc blood gut bullet octan pic sway quentin tarantino colorsatur bangbang cinema helmer previous work tarantino shadow danger thing influenc carnahan author elmor leonard flair weav terrif stori strand vivid wrought characterstitl card mislead suggest pic truelif tale fbis effort bring mafia vega entertain buddi ace israel jeremi piven mob fact ground superfici realiti organ crime tie nevada showbiz smokin ace pure guntot fantasi dare aud highspe narrat flowplac surveil mafia boss primo sparazza joseph ruskin fed agent carruth ray liotta narc messner ryan reynold listen plan rid buddi remov heartmean detail address complet impenetr wrapup buddi import war sparazza control nevada mob explain slick assembl daisi chain dialogu agent fbi topper stanley lock andi garcia bail bondsmen jack dupre ben affleck pistol pete deek peter berg holli elmor martin henderson hire killer georgia syke alicia key lover loretta wyman davenia mcfadden aim bring buddi fed nab himthi presum secondr frank sinatra vie high mafia posit pic skip past question observ buddi lake taho casino penthous suit diorama cokesatur postcoit sleaz decrepitud buddi smartass dialogu hope towhil buddi spin wheel carruth messner team move dupre crew georgia loretta craze neonazi trio call tremor legendari torturerkil name acosta nestor carbonel master disguis lazlo soot tommi flanaganwatch move part approach target giddi fun carnahan place camera editor robert frazen cut maximum effect sheer viscer buzz open midsect pic deliv lot kickbut oftenstun set piec includ dazzl shootout involv parti lead dead end buddi ultim remov scene dispatch reason reynold flummox carruth assum longer garcia lock take explain deeper nonsens film drift bullet ballet turn jumbl whatsit devic cinematograph mauro fior push widescreen imag extrem color textur taho sun casino indoor artifici overwhelm effect carnahan direct serv effect hyper piven liotta affleck carbonel key brim sexi confid taho refresh chang locat nowcommon vega backdrop soundtrack gather bricabrac music sourc includ obscur ennio morricon cue good bad ugli,14638755
snakesonaplane.xml,Proflig amount hype preced onlin pass real world call snake plane thing bad good good greatdarn bit bothth samuel jackson action film wait snake plane turn royal chees wilt summer season desper need art pretti work boy worka recommend intend snake theater crowd month watch dvd bflick brilliant gimmick extrastrength moxi pumpedup friday night audienc parti rocki horror pictur show action offscreen half funthi month internet buzz bring tabl willing play lowdown valu junk cinema snake plane grace live bill muscular effici balanc expert scari ridicul extra gravi duh particular run surfer dude name sean nathan phillip act bad wit mob rubout hawaiian crime lord eddi kim byron lawson protect custodi fbi agent nevill flynn jackson load transpacif redey los angel meant testifyth bad guy stuf cargo hold dozen venom snake big small cobra asp adder massiv boa constrictor past airport secur put beasti proper frenzi dose pheromon flynn good news snake crackright bat filmmak pile phobia top fear fli fear enclos place fear icki thing fang script john heffernan sebastian gutierrez david dallesandro thing setup exploit ruthless bloodi good cheerthank passeng aboard south pacif flight color bunch divid equal fool lunchmeat resourc germaphob rap star flex alexand videogameaddict bodyguard kenan thompson horni coupl samantha mcleod taylor kitsch eye bathroom milehigh lust latino singl mom elsa pataki babi jerk businessman gerard plunkett cute young brother travel casey duboi daniel hogarth neurot glamour girl rachel blanchard chihuahua purs airport hadnt script thrown helen reddi guitarplay nunadd plane flight crew tough cooki clair julianna marguli gleefulli chauvinist copilot rick ubiquit david koechner weather senior flight attend grace lin shay clambak mention lightn stormth snake attack final brutal director david elli play grossout comic shock come orific crawl space jumbo jet offer charact bleep snake bleep fill blank made film midproduct shift pg hard up ant unlucki man check toilet bowl unzip add phobia listth snake computergener critter outsiz aggress freakydeaki realist induc genuin terror charact sharp edit relentless pace cover crack keep tip place laugh itth dialogu play closer fire big dumb fun thing oldtim flight attend sigh month offer earli retir broad want tour duti writer gun oscar snake plane pack felicit boilerpl line work jackson precelebr explet snake explet planethat catchphras demand internet hord obvious filmmak shot date awkward shoehorn audienc cheer handiwork time snake feel pander crowd mess head suck moviego long turn smugin respect jackson man bestrid film author honest bilg auteur babi director screenwrit fierc glimmer eye part joy snake plane phenomenon unseen titl fess jokey propuls thrill remain phenomenon theater deliv,15206301
inthevalleyofelah.xml,Loos drawn playboy piec kill soldier awol furlough iraq paul haggi wild uneven foray dark side posttraumat stress disord focus parent grief writerdirector brave complic patriot mourn son blemish record elah packag feverish murder mysteri groan beneath subplot ad weight strain david goliath allegori peel ballast live breath charact drama terrif perform tommi lee jone gis father vital american stori rare assumpt respons soldier ignor,133557
gracie.xml,High school girl play competit soccer ‚ó bare heard amiabl rouser base experi elisabeth shue famili shue produc convey gutsi rolesmash heather grahamcut graci car schroeder cleat allboy soccer team graci process afterschool special miss knockabout edg bend beckham ‚ó end pavlovian sportsflick pump,1355904
10thandwolf.xml,Trifl clich„chok trophi indi robert moresco make success crash cowrot wolf hellish unconvinc celebr baddabing suppos base stori joseph piston reallif donni brasco piston appear credit rais mob tommi jame marsden join marin behest fed return philli neighborhood dim brother vincent brad renfro kneedeep shit coldblood cousin joey giovanni ribisi kind rise goodfella whack prolifer spite rage greed boy mom ultrafloozi lesley ann warren enabl situat flashback dunderhead denni hopper val kilmer cameo enliven muck nonstop caricatur fest decid ribisi inadvert parodi grimac glower robert de niro marsden cyclop shade dullest prettyboy face grace calvin klein billboard young hollywood neoaristocraci postur guncrazi street urchins‚ó watch grow gotti time,20774
goodyear.xml,Adapt peter mayl umpteenth ode livin la vie en provenc make ridley scott directori age process scott lie job Ô mayl accus cushn vineyard chÔteaux southern franc fool Ô simpli difficult reconcil film director made bleak confect duelist alien blade runner film memori featur languid pace gustatori delici russel put call brain crow sleeveless vneck pullov navi blue pipe nari trace doom count finney epicurian uncl henri cede chÔteau provenc belov nephew max skinner crow time max grow move london boy grown louch selfish unsympathet trader bond prone duplic braini young pipsqueak henri entertain summer ago dilut wine cull vineyard absolut surpris max fli franc aim sell chÔteau quick million end fall love cotillard brilliant name bistro owner fanni good god man love come realiz error western pedestrian way stand precious surpris good year Ô stori garden path welltrod familiar charm divertiss offens push audienc button notabl mark quit day job move provenc frank sound love idea,3721526
